partida_id,rodata,chutes,chutes_no_alvo,posse_de_bola,passes,precisao_passes,faltas,cartao_amarelo,cartao_vermelho,impedimentos,escanteios,id_clube
243,21,0,0,,0,,0,0,0,0,0,30
243,21,0,0,,0,,0,0,0,0,0,23
244,21,0,0,,0,,0,0,0,0,0,15
244,21,0,0,,0,,0,0,0,0,0,40
245,21,0,0,,0,,0,0,0,0,0,31
245,21,0,0,,0,,0,0,0,0,0,12
246,21,0,0,,0,,0,0,0,0,0,16
246,21,0,0,,0,,0,0,0,0,0,28
247,21,0,0,,0,,0,0,0,0,0,37
247,21,0,0,,0,,0,0,0,0,0,8
248,21,0,0,,0,,0,0,0,0,0,11
248,21,0,0,,0,,0,0,0,0,0,21
249,21,0,0,,0,,0,0,0,0,0,6
249,21,0,0,,0,,0,0,0,0,0,14
250,21,0,0,,0,,0,0,0,0,0,41
250,21,0,0,,0,,0,0,0,0,0,10
251,21,0,0,,0,,0,0,0,0,0,9
251,21,0,0,,0,,0,0,0,0,0,1
252,21,0,0,,0,,0,0,0,0,0,44
252,21,0,0,,0,,0,0,0,0,0,2
253,22,0,0,,0,,0,0,0,0,0,28
253,22,0,0,,0,,0,0,0,0,0,12
254,22,0,0,,0,,0,0,0,0,0,35
254,22,0,0,,0,,0,0,0,0,0,16
255,22,0,0,,0,,0,0,0,0,0,15
255,22,0,0,,0,,0,0,0,0,0,23
256,22,0,0,,0,,0,0,0,0,0,32
256,22,0,0,,0,,0,0,0,0,0,44
257,22,0,0,,0,,0,0,0,0,0,25
257,22,0,0,,0,,0,0,0,0,0,9
258,22,0,0,,0,,0,0,0,0,0,41
258,22,0,0,,0,,0,0,0,0,0,2
259,22,0,0,,0,,0,0,0,0,0,11
259,22,0,0,,0,,0,0,0,0,0,14
260,22,0,0,,0,,0,0,0,0,0,40
260,22,0,0,,0,,0,0,0,0,0,31
261,22,0,0,,0,,0,0,0,0,0,21
261,22,0,0,,0,,0,0,0,0,0,39
262,22,0,0,,0,,0,0,0,0,0,8
262,22,0,0,,0,,0,0,0,0,0,6
263,22,0,0,,0,,0,0,0,0,0,37
263,22,0,0,,0,,0,0,0,0,0,30
264,22,0,0,,0,,0,0,0,0,0,1
264,22,0,0,,0,,0,0,0,0,0,10
179,15,0,0,,0,,0,0,0,0,0,28
179,15,0,0,,0,,0,0,0,0,0,15
180,15,0,0,,0,,0,0,0,0,0,16
180,15,0,0,,0,,0,0,0,0,0,44
228,19,0,0,,0,,0,0,0,0,0,39
228,19,0,0,,0,,0,0,0,0,0,14
265,23,0,0,,0,,0,0,0,0,0,9
265,23,0,0,,0,,0,0,0,0,0,30
266,23,0,0,,0,,0,0,0,0,0,6
266,23,0,0,,0,,0,0,0,0,0,28
267,23,0,0,,0,,0,0,0,0,0,2
267,23,0,0,,0,,0,0,0,0,0,10
268,23,0,0,,0,,0,0,0,0,0,1
268,23,0,0,,0,,0,0,0,0,0,25
269,23,0,0,,0,,0,0,0,0,0,16
269,23,0,0,,0,,0,0,0,0,0,31
270,23,0,0,,0,,0,0,0,0,0,39
270,23,0,0,,0,,0,0,0,0,0,8
271,23,0,0,,0,,0,0,0,0,0,40
271,23,0,0,,0,,0,0,0,0,0,23
272,23,0,0,,0,,0,0,0,0,0,32
272,23,0,0,,0,,0,0,0,0,0,11
273,23,0,0,,0,,0,0,0,0,0,37
273,23,0,0,,0,,0,0,0,0,0,14
274,23,0,0,,0,,0,0,0,0,0,41
274,23,0,0,,0,,0,0,0,0,0,44
275,23,0,0,,0,,0,0,0,0,0,15
275,23,0,0,,0,,0,0,0,0,0,12
276,23,0,0,,0,,0,0,0,0,0,35
276,23,0,0,,0,,0,0,0,0,0,21
277,24,0,0,,0,,0,0,0,0,0,21
277,24,0,0,,0,,0,0,0,0,0,23
278,24,0,0,,0,,0,0,0,0,0,15
278,24,0,0,,0,,0,0,0,0,0,39
279,24,0,0,,0,,0,0,0,0,0,1
279,24,0,0,,0,,0,0,0,0,0,14
280,24,0,0,,0,,0,0,0,0,0,32
280,24,0,0,,0,,0,0,0,0,0,9
281,24,0,0,,0,,0,0,0,0,0,25
281,24,0,0,,0,,0,0,0,0,0,44
282,24,0,0,,0,,0,0,0,0,0,28
