ID,rodata,data,hora,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,vencedor,arena,mandante_Placar,visitante_Placar,mandante_Estado,visitante_Estado,arrecadacao,id_mandante,id_visitante
5937,20,2017-08-12,19:00,4-2-3-1,4-2-3-1,V. Carmo Mancini,C. dos Santos Oliveira,Avai, Barradão,0,1,BA,SC,0.0,21,33
5938,20,2017-08-13,11:00,4-1-4-1,4-4-2,D. Silvestre Júnior,L. Venker de Menezes,Sao Paulo, Morumbi,3,2,SP,MG,0.0,2,30
5939,20,2017-08-13,16:00,4-2-3-1,4-4-2,V. Luxemburgo da Silva,G. Kleina,-,Adelmar da Costa Carvalho,0,0,PE,SP,0.0,18,44
5940,20,2017-08-13,16:01,4-2-3-1,4-2-3-1,M. Reis Micale,J. de Almeida Filho,Atletico-MG,Estádio Raimundo Sampaio,2,0,MG,RJ,0.0,35,41
5941,20,2017-08-13,16:02,4-2-3-1,4-2-3-1,M. Mendes,A. Stival,-,Estádio Municipal General Raulino de Oliveira,1,1,RJ,SP,0.0,12,38
5943,20,2017-08-13,18:59,4-2-3-1,4-2-3-1,J. Ribeiro Ventura,Renato Gaúcho,Botafogo-RJ,Estádio Nilton Santos,1,0,RJ,RS,0.0,7,6
5942,20,2017-08-13,19:01,4-2-3-1,4-2-3-1,F. Soares Pessoa,C. Casagrande,Athletico-PR,Estádio Joaquim Américo Guimarães,4,1,PR,BA,0.0,15,37
5944,20,2017-08-14,20:01,4-2-3-1,4-2-3-1,L. Culpi,A. da Silva Braga,-,Estádio Municipal Paulo Machado de Carvalho,0,0,SP,RJ,0.0,28,9
5946,21,2017-08-19,16:01,4-2-3-1,4-2-3-1,F. Carille,V. Carmo Mancini,Vitoria,Neo Química Arena,0,1,SP,BA,0.0,8,21
5947,21,2017-08-19,19:00,4-2-3-1,4-2-3-1,R. Rueda Rivera,J. P. Sanches,Flamengo,Luso-Brasileiro,2,0,RJ,GO,0.0,41,17
5948,21,2017-08-20,11:00,4-2-3-1,4-2-3-1,Renato Gaúcho,F. Soares Pessoa,-,Arena do Grêmio,0,0,RS,PR,0.0,6,15
5951,21,2017-08-20,15:59,4-2-3-1,4-2-3-1,L. Venker de Menezes,V. Luxemburgo da Silva,Cruzeiro, Mineirão,2,0,MG,PE,0.0,30,18
5952,21,2017-08-20,15:59,4-1-4-1,4-2-3-1,G. Kleina,J. Ribeiro Ventura,Ponte Preta, Moisés Lucarelli,2,1,SP,RJ,0.0,44,7
5949,21,2017-08-20,16:01,4-2-3-1,4-2-3-1,C. dos Santos Oliveira,D. Silvestre Júnior,-,  Ressacada,1,1,SC,SP,0.0,33,2
5950,21,2017-08-20,16:02,4-2-3-1,3-4-3,C. Casagrande,M. Mendes,Bahia,Itaipava Arena Fonte Nova,3,0,BA,RJ,0.0,37,12
5954,21,2017-08-20,19:00,4-2-3-1,4-1-4-1,A. Stival,V. Eutrópio,Chapecoense,Allianz Parque,0,2,SP,SC,0.0,38,20
5953,21,2017-08-20,19:02,4-3-3,4-2-3-1,M. de Oliveira Santos,L. Culpi,-, Couto Pereira,0,0,PR,SP,0.0,11,28
5955,21,2017-08-21,20:00,,,A. da Silva Braga,M. Reis Micale,Fluminense, Maracanã,2,1,RJ,MG,0.0,9,35
5945,20,2017-08-23,19:32,4-2-3-1,4-2-3-1,V. Eutrópio,F. Carille,Corinthians,Arena Condá,0,1,SC,SP,0.0,20,8
5956,22,2017-08-26,16:01,4-3-2-1,4-2-3-1,A. da Silva Braga,V. de Morais Filho,Vasco, Maracanã,0,1,RJ,RJ,0.0,9,12
5957,22,2017-08-26,19:00,4-2-3-1,4-2-3-1,F. Carille,J. P. Sanches,Atletico-GO,Neo Química Arena,0,1,SP,GO,0.0,8,17
5959,22,2017-08-27,15:59,4-1-2-1-2,4-1-4-1,A. Stival,D. Silvestre Júnior,Palmeiras,Allianz Parque,4,2,SP,SP,0.0,38,2
5961,22,2017-08-27,16:00,4-2-3-1,4-2-3-1,R. Rueda Rivera,F. Soares Pessoa,Flamengo,Luso-Brasileiro,2,0,RJ,PR,0.0,41,15
5958,22,2017-08-27,16:01,4-3-3,4-2-3-1,G. Kleina,D. Giacomini,Atletico-MG, Moisés Lucarelli,1,2,SP,MG,0.0,44,35
5960,22,2017-08-27,16:02,4-2-3-1,4-2-3-1,C. Casagrande,J. Ribeiro Ventura,Botafogo-RJ,Itaipava Arena Fonte Nova,1,2,BA,RJ,0.0,37,7
5962,22,2017-08-27,19:00,4-2-3-1,4-2-3-1,L. Venker de Menezes,L. Culpi,-, Mineirão,1,1,MG,SP,0.0,30,28
5963,22,2017-08-27,19:02,4-2-2-2,4-2-3-1,C. dos Santos Oliveira,V. Eutrópio,Avai,  Ressacada,1,0,SC,SC,0.0,33,20
5964,22,2017-08-28,20:00,4-2-3-1,4-2-3-1,M. de Oliveira Santos,V. Carmo Mancini,Vitoria, Couto Pereira,0,1,PR,BA,0.0,11,21
5965,22,2017-09-02,16:01,4-2-3-1,4-3-3,Renato Gaúcho,V. Luxemburgo da Silva,Gremio,Arena do Grêmio,5,0,RS,PE,0.0,6,18
5966,23,2017-09-09,16:00,4-2-3-1,4-2-2-2,M. Reis Micale,A. Stival,-,Estádio Raimundo Sampaio,1,1,MG,SP,0.0,35,38
5967,23,2017-09-09,17:59,4-2-3-1,4-2-3-1,J. Mannarino,Renato Gaúcho,Vasco,Estádio Vasco da Gama,1,0,RJ,RS,0.0,12,6
5968,23,2017-09-09,18:59,4-2-3-1,4-1-4-1,D. Silvestre Júnior,Juninho,-, Morumbi,2,2,SP,SP,0.0,2,44
5971,23,2017-09-10,10:50,4-3-3,4-2-3-1,V. Luxemburgo da Silva,C. dos Santos Oliveira,Avai,Adelmar da Costa Carvalho,0,1,PE,SC,0.0,18,33
5969,23,2017-09-10,11:02,4-2-3-1,4-1-4-1,F. Soares Pessoa,M. de Oliveira Santos,-,Estádio Joaquim Américo Guimarães,1,1,PR,PR,0.0,15,11
5972,23,2017-09-10,16:00,4-2-3-1,4-3-2-1,V. Carmo Mancini,A. da Silva Braga,-, Barradão,2,2,BA,RJ,0.0,21,9
5970,23,2017-09-10,16:02,4-2-3-1,4-2-3-1,L. Culpi,F. Carille,Santos,Estádio Urbano Caldeira,2,0,SP,SP,0.0,28,8
5974,23,2017-09-10,18:59,4-2-3-1,4-2-3-1,J. Ribeiro Ventura,R. Rueda Rivera,Botafogo-RJ,Estádio Nilton Santos,2,0,RJ,RJ,0.0,7,41
5973,23,2017-09-10,19:02,4-2-3-1,4-2-3-1,E. Hartkopp,L. Venker de Menezes,Cruzeiro,Arena Condá,1,2,SC,MG,0.0,20,30
5975,23,2017-09-11,20:00,4-2-3-1,4-2-3-1,J. P. Sanches,C. Casagrande,-,Estádio Olímpico Pedro Ludovico Teixeira,1,1,GO,BA,0.0,17,37
5976,24,2017-09-16,18:59,4-2-3-1,4-2-3-1,J. Ribeiro Ventura,L. Culpi,Botafogo-RJ,Estádio Nilton Santos,2,0,RJ,SP,0.0,7,28
5977,24,2017-09-16,21:00,4-2-3-1,4-3-3,G. Kleina,J. P. Sanches,Atletico-GO, Moisés Lucarelli,1,3,SP,GO,0.0,44,17
5978,24,2017-09-17,11:01,4-2-3-1,4-2-3-1,C. dos Santos Oliveira,M. Reis Micale,-,  Ressacada,1,1,SC,MG,0.0,33,35
5979,24,2017-09-17,16:00,4-2-3-1,4-1-4-1,Renato Gaúcho,E. Hartkopp,Chapecoense,Arena do Grêmio,0,1,RS,SC,0.0,6,20
5982,24,2017-09-17,16:00,4-2-3-1,4-1-4-1,V. Carmo Mancini,D. Silvestre Júnior,Sao Paulo, Barradão,1,2,BA,SP,0.0,21,2
5983,24,2017-09-17,16:00,4-2-3-1,4-3-3,R. Rueda Rivera,V. Luxemburgo da Silva,Flamengo,Luso-Brasileiro,2,0,RJ,PE,0.0,41,18
5980,24,2017-09-17,16:02,4-2-3-1,4-2-3-1,F. Carille,J. Mannarino,Corinthians,Neo Química Arena,1,0,SP,RJ,0.0,8,12
5981,24,2017-09-17,16:02,4-2-3-1,4-2-3-1,F. Soares Pessoa,A. da Silva Braga,Athletico-PR,Estádio Joaquim Américo Guimarães,3,1,PR,RJ,0.0,15,9
5984,24,2017-09-17,19:00,4-2-3-1,4-2-3-1,L. Venker de Menezes,C. Casagrande,Cruzeiro, Mineirão,1,0,MG,BA,0.0,30,37
5985,24,2017-09-18,20:01,4-3-3,4-4-1-1,A. Stival,M. de Oliveira Santos,Palmeiras,Estádio Municipal Paulo Machado de Carvalho,1,0,SP,PR,0.0,38,11
5986,25,2017-09-23,18:59,4-2-3-1,4-2-3-1,R. Rueda Rivera,C. dos Santos Oliveira,-,Luso-Brasileiro,1,1,RJ,SC,0.0,41,33
5987,25,2017-09-23,21:01,4-2-3-1,4-2-3-1,L. Culpi,F. Soares Pessoa,Santos,Estádio Urbano Caldeira,1,0,SP,PR,0.0,28,15
5988,25,2017-09-24,11:00,4-1-4-1,4-2-3-1,D. Silvestre Júnior,F. Carille,-, Morumbi,1,1,SP,SP,0.0,2,8
5991,25,2017-09-24,15:59,4-2-3-1,4-2-2-2,J. P. Sanches,L. Venker de Menezes,Cruzeiro,Estádio Olímpico Pedro Ludovico Teixeira,1,2,GO,MG,0.0,17,30
5990,25,2017-09-24,16:00,4-2-3-1,4-2-3-1,M. de Oliveira Santos,J. Ribeiro Ventura,Botafogo-RJ, Couto Pereira,2,3,PR,RJ,0.0,11,7
5992,25,2017-09-24,16:00,4-1-4-1,4-3-3,A. da Silva Braga,A. Stival,Palmeiras, Maracanã,0,1,RJ,SP,0.0,9,38
5989,25,2017-09-24,16:01,4-1-4-1,4-1-4-1,E. Hartkopp,E. Baptista,Chapecoense,Arena Condá,1,0,SC,SP,0.0,20,44
5993,25,2017-09-24,19:00,4-2-3-1,4-2-3-1,M. Reis Micale,V. Carmo Mancini,Vitoria,Estádio Raimundo Sampaio,1,3,MG,BA,0.0,35,21
5994,25,2017-09-24,19:02,4-2-3-1,4-2-3-1,M. de Almeida Copertino,Renato Gaúcho,Bahia,Itaipava Arena Fonte Nova,1,0,BA,RS,0.0,37,6
5995,25,2017-09-25,20:01,4-3-3,4-2-3-1,V. Luxemburgo da Silva,J. Mannarino,-,Adelmar da Costa Carvalho,1,1,PE,RJ,0.0,18,12
5996,26,2017-09-30,15:59,4-2-3-1,4-1-4-1,J. Mannarino,E. Hartkopp,-,Estádio Vasco da Gama,1,1,RJ,SC,0.0,12,20
5997,26,2017-09-30,16:00,4-2-3-1,4-2-3-1,C. Casagrande,M. de Oliveira Santos,-,Itaipava Arena Fonte Nova,1,1,BA,PR,0.0,37,11
5998,26,2017-09-30,19:02,4-3-3,4-2-3-1,A. Stival,L. Culpi,Santos,Allianz Parque,0,1,SP,SP,0.0,38,28
5999,26,2017-10-01,16:00,4-2-3-1,4-2-3-1,L. Venker de Menezes,F. Carille,-, Mineirão,1,1,MG,SP,0.0,30,8
6000,26,2017-10-01,16:00,4-2-3-1,4-2-3-1,J. Ribeiro Ventura,V. Carmo Mancini,Vitoria,Estádio Nilton Santos,2,3,RJ,BA,0.0,7,21
6002,26,2017-10-01,16:00,4-2-3-1,4-3-2-1,Renato Gaúcho,A. da Silva Braga,Gremio,Arena do Grêmio,1,0,RS,RJ,0.0,6,9
6001,26,2017-10-01,16:01,4-1-4-1,4-4-2,D. Silvestre Júnior,V. Luxemburgo da Silva,Sao Paulo, Morumbi,1,0,SP,PE,0.0,2,18
6003,26,2017-10-01,16:03,4-2-2-2,4-2-3-1,C. dos Santos Oliveira,J. P. Sanches,Atletico-GO,  Ressacada,0,2,SC,GO,0.0,33,17
6004,26,2017-10-01,19:01,4-2-3-1,4-2-3-1,F. Soares Pessoa,O. de Oliveira Filho,Atletico-MG,Estádio Joaquim Américo Guimarães,0,2,PR,MG,0.0,15,35
6005,26,2017-10-02,19:59,4-1-4-1,4-2-3-1,E. Baptista,R. Rueda Rivera,Ponte Preta, Moisés Lucarelli,1,0,SP,RJ,0.0,44,41
6006,28,2017-10-07,16:00,4-2-3-1,4-2-3-1,L. Venker de Menezes,E. Baptista,Cruzeiro, Mineirão,2,1,MG,SP,0.0,30,44
6016,27,2017-10-11,19:30,4-2-3-1,4-2-3-1,F. Soares Pessoa,J. P. Sanches,-,Estádio Joaquim Américo Guimarães,2,2,PR,GO,0.0,15,17
6017,27,2017-10-11,19:30,4-2-3-1,4-1-4-1,J. Ribeiro Ventura,E. Hartkopp,Botafogo-RJ,Estádio Nilton Santos,2,1,RJ,SC,0.0,7,20
6018,27,2017-10-11,21:00,4-2-3-1,4-1-4-1,F. Carille,M. de Oliveira Santos,Corinthians,Neo Química Arena,3,1,SP,PR,0.0,8,11
6019,27,2017-10-11,21:45,4-2-3-1,4-2-3-1,Renato Gaúcho,S. Lobo,Cruzeiro,Arena do Grêmio,0,1,RS,MG,0.0,6,30
6020,27,2017-10-11,21:45,4-2-3-1,4-2-3-1,C. dos Santos Oliveira,J. Mannarino,Vasco,  Ressacada,1,2,SC,RJ,0.0,33,12
6021,27,2017-10-11,21:47,4-2-3-1,4-1-4-1,O. de Oliveira Filho,D. Silvestre Júnior,Atletico-MG,Estádio Raimundo Sampaio,1,0,MG,SP,0.0,35,2
6024,27,2017-10-12,17:00,4-1-4-1,4-2-3-1,E. Baptista,L. Culpi,-, Moisés Lucarelli,1,1,SP,SP,0.0,44,28
6022,27,2017-10-12,17:01,4-2-3-1,4-2-3-1,V. Carmo Mancini,V. Luxemburgo da Silva,Sport, Barradão,1,2,BA,PE,0.0,21,18
6023,27,2017-10-12,17:01,4-2-3-1,4-2-3-1,R. Rueda Rivera,A. da Silva Braga,-, Maracanã,1,1,RJ,RJ,0.0,41,9
6025,27,2017-10-12,21:02,4-3-3,4-2-3-1,A. Stival,P. Carpegiani,-,Estádio Municipal Paulo Machado de Carvalho,2,2,SP,BA,0.0,38,37
6007,28,2017-10-14,19:00,4-4-1-1,4-2-3-1,J. Mannarino,J. Ribeiro Ventura,Vasco, Maracanã,1,0,RJ,RJ,0.0,12,7
6008,28,2017-10-14,21:01,4-1-4-1,4-4-2,D. Silvestre Júnior,F. Soares Pessoa,Sao Paulo,Estádio Municipal Paulo Machado de Carvalho,2,1,SP,PR,0.0,2,15
6010,28,2017-10-15,17:00,4-2-3-1,4-2-3-1,J. P. Sanches,A. Valentim do Carmo Neto,Palmeiras,Estádio Olímpico Pedro Ludovico Teixeira,1,3,GO,SP,0.0,17,38
6011,28,2017-10-15,17:00,4-2-3-1,4-4-1-1,A. da Silva Braga,C. dos Santos Oliveira,Fluminense, Maracanã,1,0,RJ,SC,0.0,9,33
6009,28,2017-10-15,17:01,4-1-4-1,4-2-3-1,E. Hartkopp,R. Rueda Rivera,Flamengo,Arena Condá,0,1,SC,RJ,0.0,20,41
6012,28,2017-10-15,17:02,4-2-3-1,4-2-3-1,V. Luxemburgo da Silva,O. de Oliveira Filho,-,Adelmar da Costa Carvalho,1,1,PE,MG,0.0,18,35
6013,28,2017-10-15,19:00,4-2-3-1,4-2-3-1,M. de Oliveira Santos,Renato Gaúcho,Gremio, Couto Pereira,0,1,PR,RS,0.0,11,6
6014,28,2017-10-15,19:00,4-2-3-1,4-2-3-1,P. Carpegiani,F. Carille,Bahia,Itaipava Arena Fonte Nova,2,0,BA,SP,0.0,37,8
6015,28,2017-10-16,20:01,4-2-3-1,4-2-3-1,L. Culpi,V. Carmo Mancini,-,Estádio Municipal Paulo Machado de Carvalho,2,2,SP,BA,0.0,28,21
6027,29,2017-10-18,19:30,4-2-3-1,4-2-3-1,M. de Oliveira Santos,L. Venker de Menezes,Coritiba, Couto Pereira,1,0,PR,MG,0.0,11,30
6026,29,2017-10-18,19:32,4-2-3-1,4-4-1-1,J. P. Sanches,J. Mannarino,Vasco,Estádio do Governo do Estado de Goiás (Serra Dourada),0,1,GO,RJ,0.0,17,12
6028,29,2017-10-18,21:01,4-2-3-1,4-1-4-1,O. de Oliveira Filho,E. Hartkopp,Chapecoense,Estádio Raimundo Sampaio,2,3,MG,SC,0.0,35,20
6030,29,2017-10-18,21:45,4-2-3-1,4-1-4-1,A. da Silva Braga,D. Silvestre Júnior,Fluminense, Maracanã,3,1,RJ,SP,0.0,9,2
6031,29,2017-10-18,21:46,4-2-3-1,4-2-3-1,F. Carille,Renato Gaúcho,-,Neo Química Arena,0,0,SP,RS,0.0,8,6
6029,29,2017-10-18,21:47,4-2-3-1,4-4-1-1,C. dos Santos Oliveira,,-,  Ressacada,1,1,SC,RJ,0.0,33,7
6032,29,2017-10-19,20:01,4-2-3-1,4-2-3-1,V. Carmo Mancini,F. Soares Pessoa,Athletico-PR, Barradão,2,3,BA,PR,0.0,21,15
6033,29,2017-10-19,20:01,4-2-3-1,4-1-4-1,A. Valentim do Carmo Neto,E. Baptista,Palmeiras,Estádio Municipal Paulo Machado de Carvalho,2,0,SP,SP,0.0,38,44
6034,29,2017-10-19,21:00,4-2-3-1,4-2-3-1,R. Rueda Rivera,P. Carpegiani,Flamengo,Luso-Brasileiro,4,1,RJ,BA,0.0,41,37
6035,29,2017-10-19,21:01,4-2-3-1,4-2-3-1,V. Luxemburgo da Silva,L. Culpi,-,Adelmar da Costa Carvalho,1,1,PE,SP,0.0,18,28
6036,30,2017-10-21,17:00,4-4-1-1,4-2-3-1,J. Mannarino,M. de Oliveira Santos,-, Maracanã,1,1,RJ,PR,0.0,12,11
6039,30,2017-10-22,16:59,4-2-3-1,4-2-3-1,Renato Gaúcho,A. Valentim do Carmo Neto,Palmeiras,Arena do Grêmio,1,3,RS,SP,0.0,6,38
6037,30,2017-10-22,17:00,4-2-3-1,4-1-4-1,L. Culpi,J. P. Sanches,Santos,Estádio Urbano Caldeira,1,0,SP,GO,0.0,28,17
6042,30,2017-10-22,17:00,4-2-3-1,4-2-3-1,L. Venker de Menezes,O. de Oliveira Filho,Atletico-MG, Mineirão,1,3,MG,MG,0.0,30,35
6040,30,2017-10-22,17:02,4-1-4-1,4-4-2,D. Silvestre Júnior,R. Rueda Rivera,Sao Paulo,Estádio Municipal Paulo Machado de Carvalho,2,0,SP,RJ,0.0,2,41
6041,30,2017-10-22,17:02,4-2-3-1,4-2-3-1,F. Soares Pessoa,V. Luxemburgo da Silva,Athletico-PR,Estádio Joaquim Américo Guimarães,2,1,PR,PE,0.0,15,18
6038,30,2017-10-22,17:03,4-2-3-1,4-2-3-1,P. Carpegiani,V. Carmo Mancini,Bahia,Itaipava Arena Fonte Nova,2,1,BA,BA,0.0,37,21
6044,30,2017-10-22,19:00,4-1-4-1,4-2-3-1,E. Baptista,C. dos Santos Oliveira,Avai, Moisés Lucarelli,1,2,SP,SC,0.0,44,33
6043,30,2017-10-22,19:01,4-1-4-1,4-3-2-1,E. Hartkopp,A. da Silva Braga,Chapecoense,Arena Condá,2,0,SC,RJ,0.0,20,9
6045,30,2017-10-23,20:00,4-4-1-1,4-2-3-1,J. Ribeiro Ventura,F. Carille,Botafogo-RJ,Estádio Nilton Santos,2,1,RJ,SP,0.0,7,8
6046,31,2017-10-28,17:03,4-1-4-1,4-2-3-1,D. Silvestre Júnior,L. Culpi,Sao Paulo,Estádio Municipal Paulo Machado de Carvalho,2,1,SP,SP,0.0,2,28
6047,31,2017-10-28,19:00,4-2-3-1,4-2-3-1,R. Rueda Rivera,J. Mannarino,-, Maracanã,0,0,RJ,RJ,0.0,41,12
6048,31,2017-10-28,20:00,4-2-3-1,4-4-2,F. Soares Pessoa,G. Kleina,-,Estádio Joaquim Américo Guimarães,0,0,PR,SC,0.0,15,20
6050,31,2017-10-29,17:00,4-3-3,4-2-3-1,A. da Silva Braga,P. Carpegiani,-, Maracanã,1,1,RJ,BA,0.0,9,37
6051,31,2017-10-29,17:00,4-4-1-1,4-4-2,O. de Oliveira Filho,J. Ribeiro Ventura,-,Estádio Raimundo Sampaio,0,0,MG,RJ,0.0,35,7
6049,31,2017-10-29,17:01,4-1-4-1,4-2-3-1,E. Baptista,F. Carille,Ponte Preta, Moisés Lucarelli,1,0,SP,SP,0.0,44,8
6052,31,2017-10-29,18:01,4-2-3-1,4-2-3-1,V. Carmo Mancini,J. P. Sanches,-, Barradão,1,1,BA,GO,0.0,21,17
6053,31,2017-10-29,18:01,4-2-3-1,4-2-3-1,D. Pollo Barioni,M. de Oliveira Santos,Coritiba,Adelmar da Costa Carvalho,3,4,PE,PR,0.0,18,11
6054,31,2017-10-29,19:03,4-2-3-1,4-2-3-1,C. dos Santos Oliveira,Renato Gaúcho,-,  Ressacada,2,2,SC,RS,0.0,33,6
6055,31,2017-10-30,20:01,4-2-3-1,4-2-3-1,A. Valentim do Carmo Neto,L. Venker de Menezes,-,Allianz Parque,2,2,SP,MG,0.0,38,30
6056,32,2017-11-04,17:01,4-2-3-1,4-2-3-1,Elano,O. de Oliveira Filho,Santos,Estádio Urbano Caldeira,3,1,SP,MG,0.0,28,35
6058,32,2017-11-04,18:59,4-2-3-1,4-1-4-1,J. P. Sanches,D. Silvestre Júnior,Sao Paulo,Estádio do Governo do Estado de Goiás (Serra Dourada),0,1,GO,SP,0.0,17,2
6057,32,2017-11-04,19:00,4-4-1-1,4-2-3-1,J. Ribeiro Ventura,A. da Silva Braga,Fluminense,Estádio Nilton Santos,1,2,RJ,RJ,0.0,7,9
6059,32,2017-11-04,21:01,4-2-3-1,4-2-3-1,M. de Oliveira Santos,C. dos Santos Oliveira,Coritiba, Couto Pereira,4,0,PR,SC,0.0,11,33
6061,32,2017-11-05,16:59,4-2-3-1,4-2-3-1,L. Venker de Menezes,F. Soares Pessoa,Cruzeiro, Mineirão,1,0,MG,PR,0.0,30,15
6062,32,2017-11-05,17:01,4-2-3-1,4-2-3-1,Renato Gaúcho,R. Rueda Rivera,Gremio,Arena do Grêmio,3,1,RS,RJ,0.0,6,41
6060,32,2017-11-05,17:02,4-2-3-1,4-2-3-1,F. Carille,A. Valentim do Carmo Neto,Corinthians,Neo Química Arena,3,2,SP,SP,0.0,8,38
6063,32,2017-11-05,18:01,4-1-4-1,4-1-4-1,P. Carpegiani,E. Baptista,Bahia,Itaipava Arena Fonte Nova,2,0,BA,SP,0.0,37,44
6064,32,2017-11-05,18:59,4-2-3-1,4-2-3-1,J. Mannarino,V. Carmo Mancini,-, Maracanã,1,1,RJ,BA,0.0,12,21
6065,32,2017-11-05,19:01,4-1-4-1,4-2-3-1,G. Kleina,D. Pollo Barioni,-,Arena Condá,1,1,SC,PE,0.0,20,18
6066,33,2017-11-08,19:30,4-1-4-1,4-2-3-1,E. Baptista,Renato Gaúcho,Gremio, Moisés Lucarelli,0,1,SP,RS,0.0,44,6
6067,33,2017-11-08,19:32,4-2-3-1,4-2-3-1,C. dos Santos Oliveira,P. Carpegiani,Bahia,  Ressacada,1,2,SC,BA,0.0,33,37
6068,33,2017-11-08,21:00,4-2-3-1,4-4-1-1,D. Pollo Barioni,J. Ribeiro Ventura,Botafogo-RJ,Adelmar da Costa Carvalho,1,2,PE,RJ,0.0,18,7
6069,33,2017-11-08,21:01,4-2-3-1,4-2-3-1,F. Soares Pessoa,F. Carille,Corinthians,Estádio Joaquim Américo Guimarães,0,1,PR,SP,0.0,15,8
6072,33,2017-11-08,21:44,4-1-2-1-2,4-3-3,V. Carmo Mancini,A. Valentim do Carmo Neto,Vitoria, Barradão,3,1,BA,SP,0.0,21,38
6070,33,2017-11-08,21:45,4-2-3-1,4-4-1-1,Elano,J. Mannarino,Vasco,Estádio Urbano Caldeira,1,2,SP,RJ,0.0,28,12
6071,33,2017-11-08,21:45,4-2-3-1,4-2-3-1,R. Rueda Rivera,L. Venker de Menezes,Flamengo,Luso-Brasileiro,2,0,RJ,MG,0.0,41,30
6074,33,2017-11-09,20:00,4-2-3-1,4-2-3-1,O. de Oliveira Filho,J. P. Sanches,Atletico-MG,Estádio Raimundo Sampaio,3,2,MG,GO,0.0,35,17
6073,33,2017-11-09,20:01,4-1-4-1,4-4-1-1,D. Silvestre Júnior,G. Kleina,-,Estádio Municipal Paulo Machado de Carvalho,2,2,SP,SC,0.0,2,20
6075,33,2017-11-09,21:00,4-2-3-1,4-2-3-1,A. da Silva Braga,M. de Oliveira Santos,-, Maracanã,2,2,RJ,PR,0.0,9,11
6076,34,2017-11-11,17:00,4-4-1-1,4-2-3-1,J. Ribeiro Ventura,F. Soares Pessoa,Athletico-PR,Estádio Nilton Santos,0,1,RJ,PR,0.0,7,15
6077,34,2017-11-11,19:00,4-2-3-1,4-2-3-1,F. Carille,C. dos Santos Oliveira,Corinthians,Neo Química Arena,1,0,SP,SC,0.0,8,33
6079,34,2017-11-12,16:59,4-3-3,4-2-3-1,A. Valentim do Carmo Neto,R. Rueda Rivera,Palmeiras,Allianz Parque,2,0,SP,RJ,0.0,38,41
6080,34,2017-11-12,16:59,4-2-3-1,4-3-3,J. P. Sanches,D. Pollo Barioni,Atletico-GO,Estádio Olímpico Pedro Ludovico Teixeira,2,0,GO,PE,0.0,17,18
6081,34,2017-11-12,16:59,4-2-3-1,4-3-3,Renato Gaúcho,V. Carmo Mancini,-, Alfredo Jaconi,1,1,RS,BA,0.0,6,21
6078,34,2017-11-12,17:02,4-2-3-1,4-2-3-1,J. Mannarino,D. Silvestre Júnior,-,Estádio Vasco da Gama,1,1,RJ,SP,0.0,12,2
6082,34,2017-11-12,18:02,4-2-3-1,4-2-3-1,P. Carpegiani,O. de Oliveira Filho,-,Itaipava Arena Fonte Nova,2,2,BA,MG,0.0,37,35
6083,34,2017-11-12,19:00,4-2-3-1,4-2-3-1,L. Venker de Menezes,A. da Silva Braga,Cruzeiro, Mineirão,3,1,MG,RJ,0.0,30,9
6084,34,2017-11-12,19:01,4-2-3-1,4-1-4-1,M. de Oliveira Santos,E. Baptista,-, Couto Pereira,1,1,PR,SP,0.0,11,44
6085,34,2017-11-13,20:01,4-2-3-1,4-3-3,G. Kleina,Elano,Chapecoense,Arena Condá,2,0,SC,SP,0.0,20,28
6086,35,2017-11-15,17:01,4-1-4-1,4-2-3-1,E. Baptista,F. Soares Pessoa,Ponte Preta, Moisés Lucarelli,2,1,SP,PR,0.0,44,15
6087,35,2017-11-15,19:29,4-2-3-1,4-2-4-0,L. Venker de Menezes,C. dos Santos Oliveira,-, Mineirão,2,2,MG,SC,0.0,30,33
6088,35,2017-11-15,19:31,4-2-3-1,4-1-4-1,Renato Gaúcho,D. Silvestre Júnior,Gremio,Arena do Grêmio,1,0,RS,SP,0.0,6,2
6089,35,2017-11-15,21:45,4-2-3-1,4-2-3-1,J. Mannarino,O. de Oliveira Filho,-,Estádio Vasco da Gama,1,1,RJ,MG,0.0,12,35
6090,35,2017-11-15,21:45,4-2-3-1,4-3-3,F. Carille,A. da Silva Braga,Corinthians,Neo Química Arena,3,1,SP,RJ,0.0,8,9
6091,35,2017-11-16,20:00,4-2-3-1,4-2-3-1,J. Ribeiro Ventura,J. P. Sanches,Atletico-GO,Estádio Nilton Santos,1,2,RJ,GO,0.0,7,17
6093,35,2017-11-16,20:00,4-2-3-1,4-2-3-1,A. Valentim do Carmo Neto,D. Pollo Barioni,Palmeiras,Allianz Parque,5,1,SP,PE,0.0,38,18
6092,35,2017-11-16,20:02,4-1-4-1,4-2-3-1,G. Kleina,V. Carmo Mancini,Chapecoense,Arena Condá,2,1,SC,BA,0.0,20,21
6094,35,2017-11-16,21:00,4-2-3-1,4-2-3-1,M. de Oliveira Santos,R. Rueda Rivera,Coritiba, Couto Pereira,1,0,PR,RJ,0.0,11,41
6095,35,2017-11-16,21:02,4-2-3-1,4-2-3-1,P. Carpegiani,Elano,Bahia,Itaipava Arena Fonte Nova,3,1,BA,SP,0.0,37,28
